pid,volume,image,pastorius_page_numbers,older_pastorius_page_numbers,type,secondary_type,toc_title,toc_link,section_title,secondary_section_title,tertiary_section_title,pastorius_section_header,pastorius_description,contents,notes,first_entry,last_entry,order,thumbnail,full,notes_DONOTUSE
toc2_001,2,11,,,Alvearium,,Alvearium: Favour - Instrument,Alvearium_Favour_Instrument,Alphabetical,,,,,,,Favour,Flattery,001,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0478/full/full/0/default.jpg,
toc2_002,2,12,,,Alvearium,,,,Alphabetical,,,,,,,Flea,Forgetfulness,002,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0479/full/full/0/default.jpg,
toc2_003,2,13,,,Alvearium,,,,Alphabetical,,,,,,,Fort,Future,003,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0480/full/full/0/default.jpg,
toc2_004,2,14,,,Alvearium,,,,Alphabetical,,,,,,,Garden,Gods blessings,004,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0481/full/full/0/default.jpg,
toc2_005,2,15,,,Alvearium,,,,Alphabetical,,,,,,,Gods goodness,Grammar,005,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0482/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0482/full/full/0/default.jpg,
toc2_006,2,16,,,Alvearium,,,,Alphabetical,,,,,,,Grandeur,Hardning,006,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0483/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0483/full/full/0/default.jpg,
toc2_007,2,17,,,Alvearium,,,,Alphabetical,,,,,,,Hare,Heavenly things,007,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0484/full/full/0/default.jpg,
toc2_008,2,18,,,Alvearium,,,,Alphabetical,,,,,,,Heaviness,Hog,008,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0485/full/full/0/default.jpg,
toc2_009,2,19,,,Alvearium,,,,Alphabetical,,,,,,,Holiness,Hotch potch,009,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0486/full/full/0/default.jpg,
toc2_010,2,20,,,Alvearium,,Alvearium:  House - Jealousy,Alvearium_House_Jealousy,Alphabetical,,,,,,,House,Jealousy,010,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0487/full/full/0/default.jpg,
toc2_011,2,21,,,Alvearium,,,,Alphabetical,,,,,,,Jesting,Imitation,011,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0488/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0488/full/full/0/default.jpg,
toc2_012,2,22,,,Alvearium,,,,Alphabetical,,,,,,,Imitation of Christ,Incontinence,012,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0489/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0489/full/full/0/default.jpg,
toc2_013,2,23,,,Alvearium,,,,Alphabetical,,,,,,,Increase,Instrument,013,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0490/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0490/full/full/0/default.jpg,
toc2_014,2,24,,,Alvearium,,,,Alphabetical,,,,,,,Intemperance,Judgment,014,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0491/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0491/full/full/0/default.jpg,
toc2_015,2,25,,,Alvearium,,,,Alphabetical,,,,,,,Judgmt of God,Knowledge,015,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0492/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0492/full/full/0/default.jpg,
toc2_016,2,26,,,Alvearium,,,,Alphabetical,,,,,,,Labour,Law,016,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0493/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0493/full/full/0/default.jpg,
toc2_017,2,27,,,Alvearium,,,,Alphabetical,,,,,,Final entry continues on next page.,Law,Liberty of Conscience,017,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0494/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0494/full/full/0/default.jpg,
toc2_018,2,28,,,Alvearium,,,,Alphabetical,,,,,,,Library,Long,018,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0495/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0495/full/full/0/default.jpg,
toc2_019,2,29,,,Alvearium,,,,Alphabetical,,,,,,,Longsufferance,Love of the brethren,019,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0496/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0496/full/full/0/default.jpg,
toc2_020,2,30,,,Alvearium,,,,Alphabetical,,,,,,,Love of our Neighbour,Malignity,020,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0497/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0497/full/full/0/default.jpg,
toc2_021,2,31,,,Alvearium,,,,Alphabetical,,,,,,,Man,Mediatour,021,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0498/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0498/full/full/0/default.jpg,
toc2_022,2,32,,,Alvearium,,,,Alphabetical,,,,,,,Medicine,Milk,022,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0499/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0499/full/full/0/default.jpg,
toc2_023,2,33,,,Alvearium,,,,Alphabetical,,,,,,,Miller,Mortality,023,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0500/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0500/full/full/0/default.jpg,
toc2_024,2,34,,,Alvearium,,,,Alphabetical,,,,,,,Mortifying,Mustard,024,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0501/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0501/full/full/0/default.jpg,
toc2_025,2,35,,,Alvearium,,,,Alphabetical,,,,,,,Mutation,Negligenge,025,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0502/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0502/full/full/0/default.jpg,
toc2_026,2,36,,,Alvearium,,Alvearium: Neighbour - Obedience,Alevearium_Neighbour_Obedience,Alphabetical,,,,,,,Neighbour,Obedience,026,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0503/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0503/full/full/0/default.jpg,
toc2_027,2,37,,,Alvearium,,,,Alphabetical,,,,,,,Obligation,Oracle,027,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0504/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0504/full/full/0/default.jpg,
toc2_028,2,38,,,Alvearium,,,,Alphabetical,,,,,,,Order,Parsimony,028,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0505/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0505/full/full/0/default.jpg,
toc2_029,2,39,,,Alvearium,,,,Alphabetical,,,,,,Final entry continues on next page.,Parsly,Perfection,029,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0506/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0506/full/full/0/default.jpg,
toc2_030,2,40,,,Alvearium,,,,Alphabetical,,,,,,,Persecution,Planet,030,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0507/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0507/full/full/0/default.jpg,
toc2_031,2,41,,,Alvearium,,,,Alphabetical,,,,,,,"Play, and Cards, Dice",Praise of God & of men,031,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0508/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0508/full/full/0/default.jpg,
toc2_032,2,42,,,Alvearium,,,,Alphabetical,,,,,,,Prayers,Prison,032,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0509/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0509/full/full/0/default.jpg,
toc2_033,2,43,,,Alvearium,,,,Alphabetical,,,,,,,Prison,Proof,033,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0510/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0510/full/full/0/default.jpg,"Initial entry has its own heading (with xref to ""Custody"") and does not just continue from image 42"
toc2_034,2,44,,,Alvearium,,,,Alphabetical,,,,,,,Proof,Punishment,034,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0511/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0511/full/full/0/default.jpg,"Initial entry has its own heading (with xref to ""Testimony"") and does not just continue from image 43; final entry continues to image 45"
toc2_035,2,45,,,Alvearium,,,,Alphabetical,,,,,,,Purgatory,Readers,035,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0512/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0512/full/full/0/default.jpg,
toc2_036,2,46,,,Alvearium,,,,Alphabetical,,,,,,,Reason,Religion,036,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0513/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0513/full/full/0/default.jpg,
toc2_037,2,47,,,Alvearium,,,,Alphabetical,,,,,,Final entry continues on next page.,Reliques,Resurrection,037,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0514/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0514/full/full/0/default.jpg,
toc2_038,2,48,,,Alvearium,,Alvearium: Revelation - Ringleader,Alvearium_Revelation_Ringleader,Alphabetical,,,,,,,Revelation,Ringleader,038,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0515/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0515/full/full/0/default.jpg,
toc2_039,2,49,,,Alvearium,,,,Alphabetical,,,,,,,River,Salary,039,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0516/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0516/full/full/0/default.jpg,
toc2_040,2,50,,,Alvearium,,,,Alphabetical,,,,,,Final entry continues on next page.,Salt,Sect,040,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0517/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0517/full/full/0/default.jpg,Final entry continues to image 51
toc2_041,2,51,,,Alvearium,,,,Alphabetical,,,,,,,Security,Serjeant,041,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0518/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0518/full/full/0/default.jpg,
toc2_042,2,52,,,Alvearium,,,,Alphabetical,,,,,,,Service,Silence,042,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0519/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0519/full/full/0/default.jpg,
toc2_043,2,53,,,Alvearium,,,,Alphabetical,,,,,,,Similitude,Sleep,043,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0520/full/full/0/default.jpg,
toc2_044,2,54,,,Alvearium,,,,Alphabetical,,,,,,,Slavery,Spices,044,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0521/full/full/0/default.jpg,
toc2_045,2,55,,,Alvearium,,,,Alphabetical,,,,,,,Spirit,Strappado,045,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0522/full/full/0/default.jpg,
toc2_046,2,56,,,Alvearium,,,,Alphabetical,,,,,,,Stratagem,Superstition,046,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0523/full/full/0/default.jpg,
toc2_047,2,57,,,Alvearium,,Alvearium: the Lords Supper - Temptation,Alvearium_the_Lords_Supper_Temptation,Alphabetical,,,,,,Final entry continues on next page.,the Lords Supper,Temptation,047,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0524/full/full/0/default.jpg,Final entry continues to image 58
toc2_048,2,58,,,Alvearium,,,,Alphabetical,,,,,,Final entry continues on next page.,Terrour,Time,048,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0525/full/full/0/default.jpg,Final entry continues to image 59
toc2_049,2,59,,,Alvearium,,,,Alphabetical,,,,,,,Tithes,Tortoise,049,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0526/full/full/0/default.jpg,
toc2_050,2,60,,,Alvearium,,,,Alphabetical,,,,,,,Trade,Truth,050,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0527/full/full/0/default.jpg,
toc2_051,2,61,,,Alvearium,,,,Alphabetical,,,,,,Penultimate entry [Visitation] is alphabetically last. ,Turk,Visit,051,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0528/full/full/0/default.jpg,
toc2_052,2,62,,,Alvearium,,,,Alphabetical,,,,,,,Unanimity,Untimely,052,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0529/full/full/0/default.jpg,
toc2_053,2,63,,,Alvearium,,,,Alphabetical,,,,,,,Unwilling,Washing of feet,053,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0530/full/full/0/default.jpg,
toc2_054,2,64,,,Alvearium,,,,Alphabetical,,,,,,,Watchfullness,Will of God,054,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0531/full/full/0/default.jpg,
toc2_055,2,65,,,Alvearium,,,,Alphabetical,,,,,,,Willingness,Womanish,055,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0532/full/full/0/default.jpg,
toc2_056,2,66,,,Alvearium,,,,Alphabetical,,,,,,,Wonder,Worldly,056,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0533/full/full/0/default.jpg,
toc2_057,2,67,,,Alvearium,,,,Alphabetical,,,,,,,Worshipping,Zoilus,057,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0534/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0534/full/full/0/default.jpg,
toc2_058,2,68,,,Alvearium,,Alvearium: 1 - 501,Alvearium_0001_0501,Numerical,Alphabetical Section Additions,,,,,,1,11,058,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0535/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0535/full/full/0/default.jpg,
toc2_059,2,69,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,12,26,059,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0536/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0536/full/full/0/default.jpg,
toc2_060,2,70,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,27,40,060,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0537/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0537/full/full/0/default.jpg,
toc2_061,2,71,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,41,50,061,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0538/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0538/full/full/0/default.jpg,
toc2_062,2,72,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,51,60,062,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0539/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0539/full/full/0/default.jpg,
toc2_063,2,73,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,61,70,063,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0540/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0540/full/full/0/default.jpg,
toc2_064,2,74,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,71,80,064,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0541/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0541/full/full/0/default.jpg,
toc2_065,2,75,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,81,90,065,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0542/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0542/full/full/0/default.jpg,
toc2_066,2,76,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,91,100,066,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0543/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0543/full/full/0/default.jpg,
toc2_067,2,77,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,101,110,067,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0544/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0544/full/full/0/default.jpg,
toc2_068,2,78,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,111,120,068,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0545/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0545/full/full/0/default.jpg,
toc2_069,2,79,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,121,130,069,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0546/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0546/full/full/0/default.jpg,
toc2_070,2,80,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,131,140,070,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0547/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0547/full/full/0/default.jpg,
toc2_071,2,81,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,141,150,071,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0548/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0548/full/full/0/default.jpg,
toc2_072,2,82,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,151,160,072,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0549/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0549/full/full/0/default.jpg,
toc2_073,2,83,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,161,170,073,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0550/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0550/full/full/0/default.jpg,
toc2_074,2,84,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,171,180,074,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0551/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0551/full/full/0/default.jpg,
toc2_075,2,85,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,181,190,075,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0552/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0552/full/full/0/default.jpg,
toc2_076,2,86,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,191,200,076,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0553/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0553/full/full/0/default.jpg,
toc2_077,2,87,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,Orthodox Paradoxes 1 - 97,,201,201,077,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0554/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0554/full/full/0/default.jpg,check format here?
toc2_078,2,88,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,Orthodox Paradoxes 98 - 99,,201,208,078,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0555/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0555/full/full/0/default.jpg,and here! page is split between two different types of content
toc2_079,2,89,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,209,215,079,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0556/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0556/full/full/0/default.jpg,
toc2_080,2,90,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,216,224,080,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0557/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0557/full/full/0/default.jpg,
toc2_081,2,91,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,225,230,081,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0558/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0558/full/full/0/default.jpg,
toc2_082,2,92,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,231,239,082,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0559/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0559/full/full/0/default.jpg,
toc2_083,2,93,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,240,244,083,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0560/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0560/full/full/0/default.jpg,
toc2_084,2,94,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,245,251,084,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0561/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0561/full/full/0/default.jpg,
toc2_085,2,95,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,252,258,085,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0562/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0562/full/full/0/default.jpg,
toc2_086,2,96,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,259,265,086,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0563/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0563/full/full/0/default.jpg,
toc2_087,2,97,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,266,272,087,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0564/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0564/full/full/0/default.jpg,
toc2_088,2,98,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,273,279,088,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0565/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0565/full/full/0/default.jpg,
toc2_089,2,99,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,280,286,089,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0566/full/full/0/default.jpg,
toc2_090,2,100,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,287,294,090,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0567/full/full/0/default.jpg,
toc2_091,2,101,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,295,301,091,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0568/full/full/0/default.jpg,
toc2_092,2,102,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,302,308,092,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0569/full/full/0/default.jpg,
toc2_093,2,103,,,Alvearium,,,,Numerical,Alphabetical Section Additions,,,,,,309,315,093,"https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/100,/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659%2F1607_0570/full/full/0/default.jpg,
