pid,volume,image_number,head,entry,topic,first_letter,xref,see,page,add,type,index,item,unparsed,line,selection,full_image,annotation_uri,order,thumbnail,full,label
index_4077,Volume 3,47,tedious,<a href='/New_Beehive/toc_vol2/toc2_148/'>662 [Irksomness]</a>,,T,,,,,,,#item-555c5c539,,Head: tedious|Entry: 662 [Irksomness]|#item-555c5c539,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/169,1023,384,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531787915595,4077,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/169,1023,384,107/full/0/default.jpg",tedious
index_4078,Volume 3,47,Te Deum,<a href='/New_Beehive/toc_vol2/toc2_257/'>1318 [Te Deum]</a>,,T,,,,,,,#item-3cf84021c,,Head: Te Deum|Entry: 1318 [Te Deum]|#item-3cf84021c,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/172,1129,385,86/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532042856347,4078,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/172,1129,385,86/full/0/default.jpg",Te Deum
index_4079,Volume 3,47,to tell,4595 [PAGE_MISSING],,T,,,,,,,#item-34950e2dd,,Head: to tell|Entry: 4595 [PAGE_MISSING]|#item-34950e2dd,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/168,1191,363,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532042916657,4079,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/168,1191,363,101/full/0/default.jpg",to tell
index_4080,Volume 3,47,temerity,<a href='/New_Beehive/alpha5/alpha_0932/'>a</a>,,T,,,,,,,#item-3de1d4a4a,,Head: temerity|Entry: a|#item-3de1d4a4a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/185,1271,335,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528921128794,4080,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/185,1271,335,102/full/0/default.jpg",temerity
index_4081,Volume 3,47,temperance,<a href='/New_Beehive/alpha5/alpha_0933/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_247/'>1269 [Temperance]</a>,,T,,,,,,,#item-3b1a668dc,,Head: temperance|Entry: a|Entry: 1269 [Temperance]|#item-3b1a668dc,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/190,1378,538,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528921542638,4081,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/190,1378,538,124/full/0/default.jpg",temperance
index_4082,Volume 3,47,tempests,"<a href='/New_Beehive/toc_vol2/toc2_263/'>1346 [Thunder & Lightning, Hailstones]</a>",,T,,,,,,,#item-4f37bb72c,,"Head: tempests|Entry: 1346 [Thunder & Lightning, Hailstones]|#item-4f37bb72c","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/189,1514,465,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532049560407,4082,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/189,1514,465,123/full/0/default.jpg",tempests
index_4083,Volume 3,47,temple,<a href='/New_Beehive/toc_vol2/toc2_075/'>183 [Temple]</a>|<a href='/New_Beehive/toc_vol2/toc2_246/'>1262 [Temple]</a>,,T,,,,,,,#item-879cefe28,,Head: temple|Entry: 183 [Temple]|Entry: 1262 [Temple]|#item-879cefe28,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/180,1643,486,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532049884927,4083,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/180,1643,486,110/full/0/default.jpg",temple
index_4084,Volume 3,47,Sir Wm. Temple,<a href='/New_Beehive/toc_vol2/toc2_276/'>1411 [Wm. Temple]</a>,,T,,,,,,,#item-61f811125,,Head: Sir Wm. Temple|Entry: 1411 [Wm. Temple]|#item-61f811125,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/170,1737,532,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565294057896,4084,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/170,1737,532,135/full/0/default.jpg",Sir Wm. Temple
index_4085,Volume 3,47,temporizing,<a href='/New_Beehive/toc_vol2/toc2_145/'>643 [Temporising]</a>,,T,,,,,,,#item-cb218b7ff,,Head: temporizing|Entry: 643 [Temporising]|#item-cb218b7ff,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/161,1854,511,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565294076536,4085,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/161,1854,511,143/full/0/default.jpg",temporizing
index_4086,Volume 3,47,temptation,<a href='/New_Beehive/toc_vol2/toc2_124/'>525 [Temptation]</a>|<a href='/New_Beehive/toc_vol2/toc2_280/'>1435 [Temptation]</a>|<a href='/New_Beehive/toc_vol2/toc2_400/'>2283 [Free Will]</a>,,T,,,,,,,#item-f8aba4513,,Head: temptation|Entry: 525 [Temptation]|Entry: 1435 [Temptation]|Entry: 2283 [Free Will]|#item-f8aba4513,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/161,2003,770,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565294099270,4086,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/161,2003,770,110/full/0/default.jpg",temptation
index_4087,Volume 3,47,ten Com[m]and,<a href='/New_Beehive/toc_vol2/toc2_112/'>444 [Decalogue]</a>,,T,,,,,,,#item-c7b745608,,Head: ten Com[m]and|Entry: 444 [Decalogue]|#item-c7b745608,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/167,2038,495,112/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565294161352,4087,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/167,2038,495,112/full/0/default.jpg",ten Com[m]and
index_4088,Volume 3,47,,,,T,,,,,,,,Type: Index|Insertion Xref: [:55.]|#item-8ada9c323,Type: Index|Insertion Xref: [:55.]|#item-8ada9c323,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/718,2076,208,155/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560278471208,4088,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/718,2076,208,155/full/0/default.jpg",
index_4089,Volume 3,47,tenderness,833 [PAGE_MISSING],,T,,,,,,,#item-476398229,,Head: tenderness|Entry: 833 [PAGE_MISSING]|#item-476398229,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/171,2112,471,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532714267057,4089,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/171,2112,471,120/full/0/default.jpg",tenderness
index_4090,Volume 3,47,ten,<a href='/New_Beehive/toc_vol2/toc2_232/'>1192 [Ten]</a>,,T,,,,,,,#item-482ebda56,,Head: ten|Entry: 1192 [Ten]|#item-482ebda56,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/190,2196,295,84/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532714385024,4090,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/190,2196,295,84/full/0/default.jpg",ten
index_4091,Volume 3,47,tennis Court,,,T,,,<a href='/New_Beehive/toc_vol1/toc1_057/'>p.7 [Image 1.67]</a>,,,,#item-7a896718a,,Head: tennis Court|Page: p.7 [Image 1.67]|#item-7a896718a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/149,2226,490,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560279149767,4091,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/149,2226,490,135/full/0/default.jpg",tennis Court
index_4092,Volume 3,47,tents,<a href='/New_Beehive/toc_vol2/toc2_134/'>582 [Tents]</a>,,T,,,,,,,#item-5ad901ca1,,Head: tents|Entry: 582 [Tents]|#item-5ad901ca1,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/165,2362,331,104/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532714490982,4092,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/165,2362,331,104/full/0/default.jpg",tents
index_4093,Volume 3,47,term of life prefixt,4515 [PAGE_MISSING],,T,,,,,,,#item-fb43076d5,,Head: term of life prefixt|Entry: 4515 [PAGE_MISSING]|#item-fb43076d5,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/174,2439,722,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565294188758,4093,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/174,2439,722,147/full/0/default.jpg",term of life prefixt
index_4094,Volume 3,47,term,<a href='/New_Beehive/toc_vol2/toc2_237/'>1219 [a Term]</a>,,T,,,,,,,#item-19686079b,,Head: term|Entry: 1219 [a Term]|#item-19686079b,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/166,2528,337,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532714757666,4094,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/166,2528,337,101/full/0/default.jpg",term
index_4095,Volume 3,47,terms,<a href='/New_Beehive/toc_vol2/toc2_126/'>537 [WORD_ILLEGIBLE]</a>|<a href='/New_Beehive/toc_vol2/toc2_266/'>1364 [Casuists]</a>,,T,,,,,,,#item-621de2bf5,,Head: terms|Entry: 537 [WORD_ILLEGIBLE]|Entry: 1364 [Casuists]|#item-621de2bf5,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/162,2607,564,76/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532718842731,4095,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/162,2607,564,76/full/0/default.jpg",terms
index_4096,Volume 3,47,terra sigillata,<a href='/New_Beehive/toc_vol2/toc2_227/'>1168 [Terra Sigillata]</a>,,T,,,,,,,#item-4b780e579,,Head: terra sigillata|Entry: 1168 [Terra Sigillata]|#item-4b780e579,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/152,2645,594,146/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532718953353,4096,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/152,2645,594,146/full/0/default.jpg",terra sigillata
index_4097,Volume 3,47,terrour,<a href='/New_Beehive/alpha5/alpha_0935/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_149/'>669 [Terrrour]</a>,,T,,,,,,,#item-489021159,,Head: terrour|Entry: a|Entry: 669 [Terrrour] |#item-489021159,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/164,2777,483,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528922396224,4097,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/164,2777,483,141/full/0/default.jpg",terrour
index_4098,Volume 3,47,testament,<a href='/New_Beehive/alpha5/alpha_0936/'>a</a>,,T,,,,,,,#item-dc45b64d8,,Head: testament|Entry: a|#item-dc45b64d8,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/165,2928,404,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529087705817,4098,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/165,2928,404,127/full/0/default.jpg",testament
index_4099,Volume 3,47,testament old,<a href='/New_Beehive/alpha5/alpha_0937/'>a</a>,,T,,,,,,,#item-94350e5a4,,Head: testament old|Entry: a|#item-94350e5a4,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/167,3062,255,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529087919275,4099,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/167,3062,255,101/full/0/default.jpg",testament old
index_4100,Volume 3,47,testament new,<a href='/New_Beehive/alpha5/alpha_0938/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_173/'>926 [New Testament]</a>|<a href='/New_Beehive/toc_vol2/toc2_419/'>2426 [New Testamt]</a>,,T,,,,,,,#item-5620834db,,Head: testament new|Entry: a|Entry: 926 [New Testament]|Entry: 2426 [New Testamt]|#item-5620834db,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/167,3167,631,87/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529088125728,4100,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/167,3167,631,87/full/0/default.jpg",testament new
index_4101,Volume 3,47,testicles,816 [PAGE_MISSING],,T,,,,,,,#item-cd3983798,,Head: testicles|Entry: 816 [PAGE_MISSING]|#item-cd3983798,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/187,3275,360,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532719309844,4101,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/187,3275,360,103/full/0/default.jpg",testicles
index_4102,Volume 3,47,testimony,<a href='/New_Beehive/alpha5/alpha_0939/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_063/'>61 [Testimony]</a>|<a href='/New_Beehive/toc_vol2/toc2_386/'>2209 [Witness]</a>,,T,,,,,,,#item-afe88d42f,,Head: testimony|Entry: a|Entry: 61 [Testimony]|Entry: 2209 [Witness]|#item-afe88d42f,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/170,3390,669,150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529416045404,4102,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/170,3390,669,150/full/0/default.jpg",testimony
index_4103,Volume 3,47,testimonial,<a href='/New_Beehive/toc_vol2/toc2_195/'>1007 [Witnesses]</a>,,T,,,,,,,#item-3bf3ffca8,,Head: testimonial|Entry: 1007 [Witnesses]|#item-3bf3ffca8,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/164,3537,520,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532719315599,4103,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/164,3537,520,117/full/0/default.jpg",testimonial
index_4104,Volume 3,47,thalmud,<a href='/New_Beehive/toc_vol2/toc2_120/'>500 [Thalmud]</a>,,T,,,,,,,#item-675e0ba9a,,Head: thalmud|Entry: 500 [Thalmud]|#item-675e0ba9a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/920,264,411,162/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532719634528,4104,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/920,264,411,162/full/0/default.jpg",thalmud
index_4105,Volume 3,47,thanks,<a href='/New_Beehive/alpha5/alpha_0940/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_220/'>1132 [Gratitude]</a>|4623 [PAGE_MISSING],,T,,,,,,,#item-5111f8e2d,,Head: thanks|Entry: a|Entry: 1132 [Gratitude]|Entry: 4623 [PAGE_MISSING]|#item-5111f8e2d,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/907,433,644,98/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1529416282039,4105,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/907,433,644,98/full/0/default.jpg",thanks
index_4106,Volume 3,47,thankfulness,<a href='/New_Beehive/toc_vol2/toc2_220/'>1132 [Gratitude]</a>|4623 [PAGE_MISSING],,T,,<a href='/New_Beehive/index2/index_1697/'>gratitude</a>,,,,,#item-f0de1a8f8,,Head: thankfulness|See: gratitude|Entry: 1132 [Gratitude]|Entry: 4623 [PAGE_MISSING]|#item-f0de1a8f8,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/906,533,691,151/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532719791193,4106,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/906,533,691,151/full/0/default.jpg",thankfulness
index_4107,Volume 3,47,"that, auffdaß",<a href='/New_Beehive/toc_vol2/toc2_090/'>293 [That]</a>|<a href='/New_Beehive/toc_vol2/toc2_169/'>907 [to the end]</a>,,T,,,,,,,#item-66a37eb58,,"Head: that, auffdaß|Entry: 293 [That]|Entry: 907 [to the end]|#item-66a37eb58","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/915,686,661,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1532720130991,4107,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/915,686,661,115/full/0/default.jpg","that, auffdaß"
index_4108,Volume 3,47,thee & thou,<a href='/New_Beehive/toc_vol2/toc2_297/'>1512 [Thee & thou]</a>,,T,,<a href='/New_Beehive/index5/index_4129/'>thouing</a>,,,,,#item-d670cb381,,Head: thee & thou|See: thouing|Entry: a|Entry: 1512 [Thee & thou]|#item-d670cb381,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/885,774,744,165/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565294327005,4108,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/885,774,744,165/full/0/default.jpg",thee & thou
